Activity_ID,Student_ID,Activity_Type,Activity_Category,Frequency_of_Participation,Duration_per_Session (Hours),Impact_on_Performance,Teacher_Supervisor,Parental_Support
391941,45093,Debate Club,Academic,Weekly,1.21,Neutral,Kathleen Baker,Yes
746216,18675,Mathematics Competitions,Academic,Monthly,2,Positive,Evan Johnson,Yes
302635,18675,Press Club,Extracurricular,Daily,1.33,Neutral,Denise French,Yes
536617,37653,Chess,Sports,Monthly,1.9,Negative,Arthur Campos,Yes
607762,37653,Cultural Day Rehearsals,Cultural,Weekly,1.71,Neutral,Tara Jones,No
640842,84341,Volleyball,Sports,Monthly,2.18,Positive,David Medina,Yes
889586,51245,Press Club,Extracurricular,Weekly,1.28,Negative,Amanda Weaver,No
864921,51245,Debate Club,Academic,Daily,1.84,Negative,James Whitaker,No
252526,37869,Football,Sports,Weekly,2.34,Positive,Bobby Nelson,Yes
642084,37869,Quiz Competition,Extracurricular,Bi-weekly,1.62,Neutral,Ashley Perez,No
442305,95909,Volleyball,Sports,Bi-weekly,2.51,Neutral,Tamara Sims,Yes
377900,75435,Mathematics Competitions,Academic,Daily,2.76,Negative,Lisa Ryan,Yes
943858,61856,Music Band,Cultural,Monthly,1.46,Neutral,Melissa Perkins,No
830311,61856,Debate Club,Academic,Monthly,1.02,Positive,Jessica Conrad,No
499677,94259,Debate Club,Academic,Daily,1.49,Positive,Melissa Delacruz,No
443226,94259,Debate Club,Academic,Bi-weekly,2.85,Positive,Dean Edwards,Yes
791962,70142,Cultural Day Rehearsals,Cultural,Bi-weekly,2.91,Neutral,Caleb Taylor,Yes
728210,28726,Chess,Sports,Daily,1.55,Negative,Amy Mcdaniel,Yes
600964,28726,Jets Club,Academic,Daily,1.5,Positive,Danielle Mcfarland DVM,Yes
146649,28726,Cultural Day Rehearsals,Cultural,Monthly,1.86,Negative,Benjamin Miller,No
815932,44718,Social Events Planning,Extracurricular,Weekly,1.77,Positive,Crystal Carlson,Yes
889269,44718,Chemistry Lab Work,Academic,Bi-weekly,2.05,Positive,Rhonda Clark,No
429659,44718,Press Club,Extracurricular,Daily,2.77,Neutral,William Holland,Yes
204866,44718,Traditional Dance,Cultural,Daily,2.51,Negative,Debbie Watson,Yes
158522,28301,Traditional Dance,Cultural,Weekly,1.95,Positive,Adam Johnson,Yes
787932,28301,Social Events Planning,Extracurricular,Monthly,2.08,Positive,Elizabeth Taylor,Yes
656115,28301,Social Events Planning,Extracurricular,Bi-weekly,1.32,Positive,Danielle Williams,Yes
494616,28301,Basketball,Sports,Bi-weekly,2.26,Neutral,Miss Denise Leach DVM,No
743186,28301,Cultural Day Rehearsals,Cultural,Bi-weekly,2.95,Neutral,Jonathan Williams,No
927513,42325,Basketball,Sports,Weekly,1.98,Negative,Christopher Wilkins,Yes
425836,42325,Volleyball,Sports,Daily,1.49,Positive,Sean Burns,No
564619,42325,Mathematics Competitions,Academic,Daily,2.03,Neutral,Steven Duncan,No
920528,42325,Traditional Dance,Cultural,Bi-weekly,1.79,Positive,Patricia Oconnell,No
301628,83579,Drama Club,Extracurricular,Bi-weekly,2.44,Negative,Renee Johnson,No
237212,83579,Chess,Sports,Daily,2.81,Negative,Richard Scott,Yes
524082,83579,Athletics,Sports,Weekly,2.26,Neutral,Rachel Dickerson,Yes
293279,80644,Drama Club,Extracurricular,Weekly,1.64,Negative,Gabrielle Roberts,Yes
213664,80644,Chemistry Lab Work,Academic,Monthly,1.54,Negative,Geoffrey Franklin,Yes
340021,44438,Drama Club,Extracurricular,Bi-weekly,1.29,Positive,Alexa Frederick,No
546164,44438,Volleyball,Sports,Monthly,1.63,Positive,Cody Thompson,No
408399,44438,Mathematics Competitions,Academic,Daily,1.51,Negative,Philip Hayes,Yes
601601,86622,Mathematics Competitions,Academic,Weekly,1.61,Negative,Kara Morales,No
900911,66155,Press Club,Extracurricular,Daily,2.68,Neutral,Austin Johnson,No
182905,86484,Chess,Sports,Bi-weekly,1.96,Negative,Michael Garcia,Yes
490604,86484,Music Band,Cultural,Monthly,2.82,Positive,Sarah Ochoa,No
363403,86484,Athletics,Sports,Weekly,1.97,Negative,Kelly Price,Yes
162881,86484,Scrabble,Sports,Monthly,2.28,Positive,Tanner Herrera,Yes
213610,86484,Chess,Sports,Daily,1.32,Neutral,Jose Foster,No
845502,62350,Drama Club,Extracurricular,Bi-weekly,2.39,Positive,Justin Gonzalez Jr.,No
705908,62350,Jets Club,Academic,Monthly,1.69,Positive,Teresa Wallace,Yes
923754,62350,Drama Club,Extracurricular,Monthly,1.94,Positive,Tara Nelson,Yes
241463,62350,Social Events Planning,Extracurricular,Bi-weekly,2.04,Positive,Jennifer Baker MD,No
951432,57447,Social Events Planning,Extracurricular,Daily,2.88,Negative,Charles Rodriguez,No
272620,57447,Cultural Day Rehearsals,Cultural,Weekly,2.26,Neutral,Joseph Perez,No
896626,38746,Jets Club,Academic,Daily,1.67,Positive,Gloria Jordan,No
830264,38746,Scrabble,Sports,Daily,2.46,Neutral,Janice Goodwin,No
150429,38746,Social Events Planning,Extracurricular,Monthly,1.02,Negative,Gregory Fuentes,No
277003,28131,Jets Club,Academic,Weekly,1.39,Positive,Dennis Palmer,No
424809,28131,Mathematics Competitions,Academic,Bi-weekly,2.54,Neutral,Michael Neal,Yes
343857,76784,Cultural Day Rehearsals,Cultural,Bi-weekly,2.89,Neutral,Sherry Cox,Yes
888971,76784,Athletics,Sports,Bi-weekly,2.73,Negative,Debra Johnson,Yes
550087,74686,Debate Club,Academic,Bi-weekly,2.09,Neutral,Matthew Mitchell,No
589919,74686,Volleyball,Sports,Bi-weekly,2.68,Negative,Charles Gonzalez,Yes
180429,21915,Debate Club,Academic,Daily,1.11,Negative,Tony Moore,Yes
847556,21915,Mathematics Competitions,Academic,Monthly,2.53,Positive,Mrs. Kimberly Cannon,No
866479,21915,Chemistry Lab Work,Academic,Bi-weekly,2.14,Neutral,Melanie Oliver,No
955217,16175,Debate Club,Academic,Weekly,1.33,Negative,Mrs. Stephanie Sanders,No
316300,16175,Jets Club,Academic,Daily,1.21,Neutral,Edward May,No
878317,24371,Jets Club,Academic,Weekly,2.05,Positive,Christopher Lee,No
973048,24371,Music Band,Cultural,Monthly,2.72,Neutral,Jamie Jackson,Yes
176311,24371,Cultural Day Rehearsals,Cultural,Daily,2.91,Negative,Heather Smith,No
669273,24371,Chess,Sports,Daily,2.48,Positive,Ryan Lawson,No
505824,30033,Basketball,Sports,Monthly,1.78,Neutral,Samantha Scott,No
849478,30033,Press Club,Extracurricular,Bi-weekly,1.93,Negative,Amanda Lynch,Yes
931338,92240,Athletics,Sports,Weekly,1.86,Negative,Erika Gardner,No
970049,30969,Music Band,Cultural,Daily,1.22,Negative,Marcus Perez,No
988951,30969,Cultural Day Rehearsals,Cultural,Daily,2.79,Positive,Eric Johnson,No
834008,30969,Drama Club,Extracurricular,Bi-weekly,1.88,Negative,Natalie Robertson,No
849894,99192,Science Practical Sessions,Academic,Monthly,2.87,Positive,Jessica Wagner,No
639165,99192,Debate Club,Academic,Monthly,1.46,Negative,Sarah Reed,No
280617,99192,Jets Club,Academic,Monthly,2.2,Neutral,David Santiago,Yes
476925,99192,Traditional Dance,Cultural,Daily,1.22,Neutral,Jeffrey Petersen,No
320479,65333,Social Events Planning,Extracurricular,Bi-weekly,2.59,Positive,Sherry Barker,Yes
598190,65333,Music Band,Cultural,Bi-weekly,2.3,Negative,Claudia Bush,No
679307,65333,Scrabble,Sports,Monthly,2.12,Negative,Martin Curtis,Yes
939335,65333,Mathematics Competitions,Academic,Bi-weekly,1.21,Negative,Erica Schneider,No
229323,65333,Cultural Day Rehearsals,Cultural,Bi-weekly,3,Neutral,Jesus Shaw,No
793182,88172,Debate Club,Academic,Monthly,2.43,Neutral,Joshua Cruz,No
752317,88172,Scrabble,Sports,Daily,1.69,Negative,Jessica Willis,Yes
639484,18326,Jets Club,Academic,Weekly,2.71,Negative,Stacey Duran,No
727940,18326,Scrabble,Sports,Daily,1.79,Neutral,Willie Edwards,No
706889,60432,Traditional Dance,Cultural,Monthly,1.79,Negative,Sara Garcia,No
980537,60432,Social Events Planning,Extracurricular,Bi-weekly,2.97,Negative,Chad Bennett,Yes
138198,60432,Mathematics Competitions,Academic,Bi-weekly,2.94,Negative,Shannon Downs,Yes
666699,60432,Traditional Dance,Cultural,Monthly,2.54,Negative,Jane King,Yes
380808,60432,Mathematics Competitions,Academic,Bi-weekly,1.84,Positive,Dalton Hawkins,No
337380,60019,Mathematics Competitions,Academic,Daily,1.3,Positive,Carla Young,Yes
695604,60019,Traditional Dance,Cultural,Monthly,2.23,Neutral,Brittany Rodriguez,No
777454,60019,Traditional Dance,Cultural,Monthly,2.58,Neutral,Kathryn Myers,Yes
956593,88104,Basketball,Sports,Monthly,2.84,Negative,Stephen Clark,Yes
280777,88104,Chemistry Lab Work,Academic,Monthly,2.59,Positive,Kayla Williams,No
706154,71348,Cultural Day Rehearsals,Cultural,Daily,2.51,Positive,Christy Thomas,Yes
146957,71348,Music Band,Cultural,Monthly,1.32,Negative,Alexis Hall,Yes
102215,79352,Cultural Day Rehearsals,Cultural,Daily,2.28,Neutral,Michael Cruz,No
555051,79352,Science Practical Sessions,Academic,Weekly,2.24,Neutral,Andrew Johnson,Yes
982140,79352,Quiz Competition,Extracurricular,Bi-weekly,1.16,Negative,Megan Grant,No
940997,42953,Mathematics Competitions,Academic,Daily,1.7,Positive,Michelle Martinez,No
674348,42953,Music Band,Cultural,Weekly,2.1,Positive,Edward Watson,Yes
935567,42953,Debate Club,Academic,Bi-weekly,1.75,Neutral,Antonio Ramsey,No
679896,42953,Press Club,Extracurricular,Weekly,1.3,Positive,Francisco Sanchez,Yes
189183,82512,Music Band,Cultural,Monthly,2.29,Negative,Nicole Hartman,Yes
389788,11504,Press Club,Extracurricular,Daily,1.17,Neutral,Paul Chase,Yes
772676,11504,Athletics,Sports,Weekly,1,Negative,Ethan Ortiz,No
717298,11504,Football,Sports,Monthly,1.05,Neutral,Michael Davis,No
103827,99166,Cultural Day Rehearsals,Cultural,Daily,2.92,Neutral,Raymond Smith,Yes
975876,99166,Cultural Day Rehearsals,Cultural,Monthly,1.28,Positive,Sydney Smith,No
957074,99166,Traditional Dance,Cultural,Weekly,1.47,Negative,Terri Cisneros,No
716904,99166,Press Club,Extracurricular,Monthly,2.61,Neutral,Roy Rivera,Yes
822502,25014,Cultural Day Rehearsals,Cultural,Monthly,1.72,Neutral,Jeffrey Prince,Yes
508875,99353,Music Band,Cultural,Weekly,1.33,Positive,Brandon Smith,Yes
778748,99353,Traditional Dance,Cultural,Daily,1.28,Positive,Jacob Dillon,Yes
843397,80381,Chemistry Lab Work,Academic,Monthly,2.66,Neutral,Ryan Kaiser,No
335715,80381,Cultural Day Rehearsals,Cultural,Weekly,2.79,Neutral,Mrs. Jillian Nguyen,Yes
518196,80381,Social Events Planning,Extracurricular,Daily,2.51,Neutral,Tammy Vargas,Yes
909947,44973,Music Band,Cultural,Daily,2.98,Negative,Amanda Gilbert,No
485125,44973,Athletics,Sports,Bi-weekly,1.57,Positive,Paige Jordan,No
674865,44973,Social Events Planning,Extracurricular,Monthly,2.7,Positive,Julian Gray,No
860863,94012,Jets Club,Academic,Weekly,2.98,Positive,Lisa Moore,Yes
736415,94012,Drama Club,Extracurricular,Daily,2.83,Neutral,Alan Young,No
554504,54587,Science Practical Sessions,Academic,Weekly,1.27,Positive,Kelly Reid,No
224060,54587,Drama Club,Extracurricular,Monthly,1.3,Neutral,Zachary Guerrero,No
608868,54587,Debate Club,Academic,Daily,2.46,Neutral,Angel Johnson,Yes
941850,54587,Volleyball,Sports,Daily,2.21,Negative,Catherine Chavez,No
181300,24621,Mathematics Competitions,Academic,Monthly,2.68,Neutral,Stephanie Johnson,Yes
723589,24621,Football,Sports,Bi-weekly,1.26,Positive,Alex Miller,Yes
552578,24621,Drama Club,Extracurricular,Bi-weekly,1.32,Positive,Pamela Howard,Yes
990524,24621,Chemistry Lab Work,Academic,Monthly,2.75,Negative,Kelly Hansen,No
295844,24621,Traditional Dance,Cultural,Weekly,1.55,Positive,Eric Miller,No
996302,48469,Jets Club,Academic,Bi-weekly,1.25,Positive,Tony Merritt,No
486446,48469,Basketball,Sports,Weekly,1.53,Positive,Teresa Bowers,No
478752,48469,Quiz Competition,Extracurricular,Daily,2.43,Negative,Ernest Bernard,No
582943,66985,Press Club,Extracurricular,Weekly,1.27,Neutral,Mr. Brandon Adkins,No
611996,30730,Social Events Planning,Extracurricular,Daily,2.1,Neutral,Lance Bowers,Yes
201263,30730,Quiz Competition,Extracurricular,Daily,1.59,Positive,Rebecca Newman,Yes
251680,30730,Mathematics Competitions,Academic,Weekly,1.56,Negative,Lee Vargas,Yes
244463,30730,Drama Club,Extracurricular,Weekly,1.11,Neutral,Christopher Thomas,Yes
600724,69470,Traditional Dance,Cultural,Monthly,2.88,Positive,Kevin Cole,No
950565,69470,Jets Club,Academic,Bi-weekly,1.45,Neutral,Whitney Henson,No
856029,69470,Traditional Dance,Cultural,Weekly,2.97,Positive,Deborah Anderson,Yes
963300,69470,Social Events Planning,Extracurricular,Daily,2.49,Negative,Melanie Watson,No
973924,69470,Press Club,Extracurricular,Bi-weekly,1.96,Negative,Emma Chan,Yes
232559,10425,Scrabble,Sports,Daily,2.4,Neutral,Kenneth Martinez,No
485004,10425,Science Practical Sessions,Academic,Monthly,1.29,Positive,Aaron Andrews DVM,Yes
152199,10425,Traditional Dance,Cultural,Weekly,2.4,Neutral,James Schaefer,Yes
458792,10425,Music Band,Cultural,Daily,1.77,Neutral,Trevor Stevens,No
321534,44522,Traditional Dance,Cultural,Weekly,1.29,Negative,Diana Lin,Yes
286253,44522,Jets Club,Academic,Monthly,1.32,Positive,Tamara Carr,Yes
856148,75612,Basketball,Sports,Daily,2.53,Neutral,Diana Brown,Yes
609057,33416,Volleyball,Sports,Daily,2.67,Positive,Theresa Montoya,No
291646,33416,Debate Club,Academic,Weekly,2.98,Neutral,Dennis Chavez,Yes
194465,33416,Basketball,Sports,Daily,1.96,Positive,Jason Price,Yes
668585,76542,Traditional Dance,Cultural,Monthly,2.63,Neutral,Rebecca Brooks,No
604858,76542,Traditional Dance,Cultural,Weekly,2.83,Neutral,Richard Hahn,Yes
772640,23947,Basketball,Sports,Monthly,2.34,Neutral,Tiffany Davis,Yes
702261,23947,Science Practical Sessions,Academic,Monthly,2.63,Neutral,Aaron Thompson,No
586352,23947,Music Band,Cultural,Weekly,2.44,Negative,Ashley Velasquez,Yes
190359,91959,Cultural Day Rehearsals,Cultural,Bi-weekly,1.3,Positive,Jeffery Adkins,Yes
145738,91959,Scrabble,Sports,Bi-weekly,2.7,Positive,Crystal Montoya,Yes
932511,91959,Mathematics Competitions,Academic,Bi-weekly,1.5,Neutral,Robert Taylor,No
145980,91959,Chemistry Lab Work,Academic,Bi-weekly,1.51,Positive,Benjamin Jordan,Yes
429158,91959,Athletics,Sports,Bi-weekly,1.08,Negative,Abigail Webb,No
834696,49117,Science Practical Sessions,Academic,Weekly,2.27,Positive,Martha Wiley,No
701885,49117,Science Practical Sessions,Academic,Monthly,1.55,Negative,Kristina Murphy,Yes
407270,49117,Debate Club,Academic,Monthly,1.57,Negative,Matthew Salinas,Yes
647254,93748,Cultural Day Rehearsals,Cultural,Weekly,2.65,Negative,Kevin Berry,No
999115,93748,Music Band,Cultural,Monthly,1.66,Neutral,Carlos Scott,Yes
595155,93748,Music Band,Cultural,Weekly,1.74,Positive,Jennifer Oconnor,No
754736,93748,Cultural Day Rehearsals,Cultural,Daily,2.62,Neutral,Kayla Thomas,Yes
597166,93748,Science Practical Sessions,Academic,Monthly,1.3,Neutral,Eric Ryan,No
323574,76540,Social Events Planning,Extracurricular,Weekly,1.18,Neutral,Molly Jones,Yes
370340,76540,Drama Club,Extracurricular,Monthly,1.57,Positive,Christian Hampton,Yes
796241,76540,Traditional Dance,Cultural,Bi-weekly,2.81,Negative,Courtney White,Yes
591018,89818,Music Band,Cultural,Weekly,1.48,Positive,Cindy Keith,No
929075,89818,Traditional Dance,Cultural,Daily,1.23,Neutral,Jessica Warren,No
963876,89818,Press Club,Extracurricular,Bi-weekly,1.32,Negative,Seth Hernandez,No
655682,89818,Chemistry Lab Work,Academic,Weekly,1.12,Neutral,Scott Werner,No
556572,89818,Traditional Dance,Cultural,Daily,2.54,Negative,Jeffrey Lee,No
674571,36071,Press Club,Extracurricular,Weekly,2.45,Positive,Mitchell King,No
414127,36071,Drama Club,Extracurricular,Weekly,1.38,Positive,Kathy Payne,No
285468,30032,Quiz Competition,Extracurricular,Weekly,1.27,Positive,Darren Morse,No
936547,30032,Cultural Day Rehearsals,Cultural,Weekly,1.7,Positive,Tracy Evans,No
244598,30032,Cultural Day Rehearsals,Cultural,Weekly,2.31,Negative,Erin Brown,No
955957,30032,Traditional Dance,Cultural,Daily,1.62,Neutral,Donald Williams,No
477598,30032,Chemistry Lab Work,Academic,Bi-weekly,1.28,Positive,George Miller,No
516353,59009,Music Band,Cultural,Monthly,1.56,Negative,Justin Daniel,No
110205,59009,Scrabble,Sports,Weekly,2.04,Positive,Kimberly Cook,Yes
902852,59009,Social Events Planning,Extracurricular,Monthly,2.87,Negative,Andrew Fuller,No
424506,59009,Quiz Competition,Extracurricular,Bi-weekly,1,Negative,Mary Greene,No
344916,59009,Athletics,Sports,Weekly,1.32,Positive,Bradley Garcia,No
916745,31174,Football,Sports,Daily,1.15,Neutral,Jasmine Burke,No
820034,31174,Football,Sports,Weekly,2.14,Neutral,Gary Phillips,Yes
566810,31174,Jets Club,Academic,Daily,2.39,Negative,Amy Park,No
276360,31174,Social Events Planning,Extracurricular,Weekly,2.33,Neutral,Jennifer Oliver,No
345165,31174,Mathematics Competitions,Academic,Daily,1.15,Negative,Thomas Adams,Yes
187197,80697,Jets Club,Academic,Monthly,2.35,Positive,Yvette Orozco,No
799254,80697,Drama Club,Extracurricular,Bi-weekly,2.49,Positive,Jeffrey Edwards,No
932450,80697,Debate Club,Academic,Monthly,2.82,Positive,Heather Hayden,No
111089,80697,Jets Club,Academic,Daily,2.03,Neutral,Jason Burnett,No
153240,80697,Music Band,Cultural,Daily,1.78,Positive,Brian Lewis,Yes
854423,79514,Quiz Competition,Extracurricular,Monthly,2.71,Positive,Susan Reed,Yes
936708,79514,Music Band,Cultural,Daily,2.91,Positive,Melissa Green,Yes
764499,79514,Press Club,Extracurricular,Daily,2,Neutral,Gina Kim,Yes
145954,79514,Science Practical Sessions,Academic,Weekly,2.92,Neutral,Katherine Hubbard,Yes
838390,79514,Football,Sports,Bi-weekly,1.15,Positive,Carl Larson,No
151922,10074,Debate Club,Academic,Daily,1.53,Neutral,Michelle Lawrence,No
483943,88504,Social Events Planning,Extracurricular,Weekly,1.49,Positive,Susan Estrada,Yes
969514,52487,Social Events Planning,Extracurricular,Monthly,1.81,Neutral,Adam Long,No
810450,52487,Press Club,Extracurricular,Bi-weekly,2.58,Negative,Tracy Mejia,No
112797,52487,Press Club,Extracurricular,Bi-weekly,1.52,Positive,Steven Wilson,No
390910,52487,Basketball,Sports,Weekly,2.87,Positive,Todd Johns,Yes
549218,52487,Debate Club,Academic,Monthly,1.2,Neutral,Logan Compton,No
398017,74042,Athletics,Sports,Weekly,1.73,Neutral,Joshua Sims,Yes
198351,74042,Jets Club,Academic,Daily,2.19,Positive,Wanda Rogers,Yes
745266,12552,Jets Club,Academic,Bi-weekly,1.27,Negative,Carrie Gardner,Yes
462920,24662,Cultural Day Rehearsals,Cultural,Bi-weekly,1.2,Negative,Dana Brooks,No
694628,24662,Music Band,Cultural,Weekly,1.9,Negative,Angel Hughes,Yes
134873,24662,Press Club,Extracurricular,Monthly,1.39,Negative,Victor Hudson,No
705666,24662,Debate Club,Academic,Weekly,1.75,Positive,Alec Duncan,No
964286,24662,Quiz Competition,Extracurricular,Monthly,2.48,Positive,Angela Hughes,Yes
560568,57576,Social Events Planning,Extracurricular,Monthly,1.77,Positive,Andrew Dominguez,No
353373,57576,Drama Club,Extracurricular,Daily,2.29,Negative,Kathryn Benson MD,Yes
328384,57576,Athletics,Sports,Daily,1.74,Negative,Laura Roberts,Yes
709278,57576,Quiz Competition,Extracurricular,Daily,1.12,Neutral,Victoria Atkins,No
121507,57576,Social Events Planning,Extracurricular,Daily,2.1,Negative,John Bennett,No
989261,50306,Quiz Competition,Extracurricular,Monthly,2.49,Neutral,Felicia Smith,No
268485,50306,Music Band,Cultural,Bi-weekly,1.86,Positive,Sandra Jones,Yes
322839,50306,Athletics,Sports,Daily,1.09,Positive,Mrs. Beverly Myers,No
399755,41385,Scrabble,Sports,Daily,2.76,Positive,Joshua White,Yes
164118,41385,Drama Club,Extracurricular,Monthly,1.86,Neutral,Mary Armstrong,No
916943,17592,Science Practical Sessions,Academic,Weekly,2.49,Negative,Richard Parker,Yes
997593,17592,Football,Sports,Bi-weekly,1.44,Positive,Adrian Cobb,Yes
699070,41571,Athletics,Sports,Daily,2.35,Neutral,Steven Fisher,No
809641,84364,Cultural Day Rehearsals,Cultural,Monthly,1.42,Positive,David Walsh,Yes
667294,84364,Traditional Dance,Cultural,Weekly,1.08,Neutral,Jennifer King,No
114621,84364,Athletics,Sports,Monthly,1.2,Positive,Steven Davis,No
511652,84364,Chemistry Lab Work,Academic,Monthly,1.93,Neutral,Robert Jensen,No
106810,20322,Press Club,Extracurricular,Bi-weekly,2.82,Positive,Michael Rosario,No
578715,20322,Press Club,Extracurricular,Bi-weekly,1.65,Neutral,Shawn Hart,No
928327,20322,Debate Club,Academic,Bi-weekly,1.21,Negative,Mrs. Shannon Valencia,Yes
191988,20322,Traditional Dance,Cultural,Bi-weekly,1.48,Negative,Norman Wise,Yes
426825,20322,Press Club,Extracurricular,Daily,2.97,Neutral,Anthony Ashley,No
351940,21226,Cultural Day Rehearsals,Cultural,Daily,1.85,Negative,Robert White,Yes
108882,21226,Quiz Competition,Extracurricular,Weekly,1.73,Neutral,Brenda Wood,Yes
645952,21226,Cultural Day Rehearsals,Cultural,Weekly,1.5,Negative,David Lucero,No
125862,21226,Cultural Day Rehearsals,Cultural,Daily,1.2,Negative,Beth Solomon,Yes
220098,21226,Mathematics Competitions,Academic,Weekly,2.15,Neutral,Gregory Martin,No
848362,73699,Quiz Competition,Extracurricular,Daily,2.25,Neutral,Abigail Lopez,Yes
834447,73699,Music Band,Cultural,Weekly,1.97,Negative,Annette Pope,No
860801,73699,Cultural Day Rehearsals,Cultural,Daily,2.22,Negative,Andrea Meadows,No
